"Raw Material Cost","Coût de Matière Première",""
"Raw Material Cost (Company Currency)","Coût des matières premières (Devise société)",""
"Route","Route",""
"Routing","Routage",""
"Scrap","Mettre au Rebut",""
"Scrap Items","Mettre au Rebut des Articles",""
"Scrap Material Cost","Coût de Mise au Rebut des Matériaux",""
"Scrap Material Cost(Company Currency)","Coût de Mise au Rebut des Matériaux (Devise Société)",""
"Set rate of sub-assembly item based on BOM","Définir le prix des articles de sous-assemblage en fonction de la LDM",""
"Show In Website","Afficher dans le Site Web",""
"Show Items","Afficher les Articles",""
"Show Operations","Afficher Opérations",""
"Show in Website","Afficher sur le site web",""
"Thumbnail","Vignette",""
"Total Cost","Coût Total",""
"Total Cost (Company Currency)","Coût total (Devise société)",""
"Transfer Material Against","Transférer le matériel contre",""
"Valuation Rate","Taux de valorisation",""
"Website","Site web",""
"Website Description","Description du Site Web",""
"Website Specifications","Spécifications du Site Web",""
"With Operations","Avec des Opérations",""
"Work Order","Ordre de travail",""
"BOM Explosion Item","Article Eclaté LDM",""
"Include Item In Manufacturing","Inclure l'article dans la production",""
"Operation","Opération",""
"Qty Consumed Per Unit","Qté Consommée Par Unité",""
"Rate","Prix unitaire","context"
"Source Warehouse","Entrepôt Source",""
"Stock Qty","Qté en Stock",""
"Stock UOM","Unité de mesure du stock",""
"Amount (Company Currency)","Montant (Devise de la Société)",""
"BOM Item","Article LDM",""
"BOM No","N° LDM",""
"Basic Rate (Company Currency)","Taux de Base (Devise de la Société )",""
"Conversion Factor","Facteur de Conversion",""
"Item operation","Opération de l'article",""
"Original Item","Article original",""
"Qty","Qté",""
"Quantity and Rate","Quantité et Taux",""
"Rate","Prix unitaire","context"
"Rate & Amount","Prix unitaire et total",""
"Scrap %","% de Rebut",""
"UOM","Unité de mesure",""
"BOM Operation","Opération LDM",""
"Base Hour Rate(Company Currency)","Taux Horaire de Base (Devise de la Société)",""
"Batch Size","Taille du lot",""
"Hour Rate","Tarif Horaire",""
"In minutes","En Minutes",""
"Operating Cost(Company Currency)","Coût d'Exploitation (Devise Société)",""
"Operation Time","Heure de l'Opération",""
"Operation Time ","Durée de l'opération",""
"Workstation","Station de travail",""
"BOM Scrap Item","Article Mis au rebut LDM",""
"Basic Amount (Company Currency)","Montant de Base (Devise de la Société)",""
"Rate","Prix unitaire","context"
"BOM Update Tool","Outil de mise à jour de LDM",""
"Current BOM","LDM Actuelle",""
"New BOM","Nouvelle LDM",""
"Replace","Remplacer",""
"Replace BOM","Remplacer la LDM",""
"Replace a particular BOM in all other BOMs where it is used. It will replace the old BOM link, update cost and regenerate ""BOM Explosion Item"" table as per new BOM.
It also updates latest price in all the BOMs.","Remplacez une LDM particulière dans toutes les LDM où elles est utilisée. Cela remplacera le lien vers l'ancienne LDM, mettra à jour les coûts et régénérera le tableau ""Article Explosé de LDM"" selon la nouvelle LDM. Cela mettra également à jour les prix les plus récents dans toutes les LDMs.",""
"The BOM which will be replaced","La LDM qui sera remplacée",""
"The new BOM after replacement","La nouvelle LDM après remplacement",""
"Update Cost","Mettre à jour le Coût",""
"Update latest price in all BOMs","Mettre à jour le prix le plus récent dans toutes les LDMs",""
"BOM Website Item","Article de LDM du Site Internet",""
"BOM Website Operation","Opération de liste de matériaux du site internet",""
"Address HTML","Adresse HTML",""
"Address and Contact","Adresse et Contact",""
"Bank Details","Détails de la banque",""
"Bank Logo","Logo de la banque",""
"Bank Name","Nom de la Banque",""
"Bank Transaction Mapping","Mapping des transactions bancaires",""
"Branch Code","Code de la branche",""
"Contact HTML","HTML du Contact",""
"Data Import Configuration","Configuration pour l'import de données",""
"Plaid Access Token","Jeton d'accès Plaid",""
"SWIFT number","Numéro SWIFT",""
"Account Details","Détails du compte",""
"Bank Account","Compte bancaire",""
"Bank Account No","No de compte bancaire",""
"Change this date manually to setup the next synchronization start date","Modifiez cette date manuellement pour paramétrer la prochaine date de début de la synchronisation",""
"Company Account","Compte comptable",""
"GL Account","Compte GL",""
"IBAN","IBAN",""
"Integration Details","Détails d'intégration",""
"Integration ID","ID d'intégration",""
"Is Company Account","Est le compte de l'entreprise",""
"Is Default Account","Est le compte par défaut",""
"Is the Default Account","Est-ce le compte par défaut",""
"Last Integration Date","Date de dernière intégration",""
"Mask","Masque",""
"Party Details","Détails du tiers",""
"Party Type","Type de tiers",""
"Bank Account Subtype","Sous-type de compte bancaire",""
"Bank Account Type","Type de compte bancaire",""
"Account Currency","Compte Devise",""
"Bank Clearance","Date de rapprochement bancaire",""
"Get Payment Entries","Obtenir les écritures de paiement",""
"Include POS Transactions","Inclure les transactions du point de vente",""
"Include Reconciled Entries","Inclure les Écritures Réconciliées",""
"Payment Entries","Écritures de paiement",""
"Select account head of the bank where cheque was deposited.","Sélectionner le compte principal de la banque où le chèque a été déposé.",""
"Total Amount","Montant Total",""
"Update Clearance Date","Mettre à jour la date de rapprochement",""
"Against Account","Pour le Compte",""
"Bank Clearance Detail","Détails de la date de rapprochement bancaire",""
"Cheque Date","Date du Chèque",""
"Cheque Number","Numéro de Chèque",""
"Clearance Date","Date de rapprochement",""
"Payment Document","Document de paiement",""
"Payment Entry","Écriture de Paiement",""
"Posting Date","Date de comptabilisation",""
"Bank Account Info","Informations sur le compte bancaire",""
